year,team,conference,rating,ranking,secondOrderWins,sos,offense.ranking,offense.rating,offense.success,offense.explosiveness,offense.rushing,offense.passing,offense.standardDowns,offense.passingDowns,offense.runRate,offense.pace,defense.ranking,defense.rating,defense.success,defense.explosiveness,defense.rushing,defense.passing,defense.standardDowns,defense.passingDowns,defense.havoc.total,defense.havoc.frontSeven,defense.havoc.db,specialTeams.rating
2023,Michigan,Big Ten,31.3,1.0,,,12.0,36.6,,,,,,,,,1.0,7.2,,,,,,,,,,1.8
2023,Georgia,SEC,31.2,2.0,,,4.0,41.5,,,,,,,,,5.0,12.2,,,,,,,,,,1.9
2023,Oregon,Big Ten,26.2,3.0,,,1.0,45.0,,,,,,,,,16.0,18.2,,,,,,,,,,-0.5
2023,Ohio State,Big Ten,25.2,4.0,,,34.0,31.5,,,,,,,,,2.0,7.8,,,,,,,,,,1.5
2023,Penn State,Big Ten,23.5,5.0,,,29.0,32.7,,,,,,,,,4.0,10.5,,,,,,,,,,1.3
2023,Texas,SEC,23.2,6.0,,,6.0,39.3,,,,,,,,,12.0,17.7,,,,,,,,,,1.6
2023,Alabama,SEC,23.1,7.0,,,11.0,36.8,,,,,,,,,8.0,15.6,,,,,,,,,,2.0
2023,Notre Dame,FBS Independents,20.1,8.0,,,14.0,36.3,,,,,,,,,10.0,16.7,,,,,,,,,,0.5
2023,Florida State,ACC,19.4,9.0,,,22.0,34.1,,,,,,,,,9.0,16.5,,,,,,,,,,1.8
2023,Missouri,SEC,19.3,10.0,,,13.0,36.5,,,,,,,,,14.0,18.0,,,,,,,,,,0.8
2023,LSU,SEC,19.1,11.0,,,2.0,44.6,,,,,,,,,52.0,25.0,,,,,,,,,,-0.5
2023,Ole Miss,SEC,18.4,12.0,,,14.0,36.3,,,,,,,,,22.0,19.2,,,,,,,,,,1.3
2023,Washington,Big Ten,16.4,13.0,,,5.0,40.3,,,,,,,,,49.0,24.7,,,,,,,,,,0.8
2023,Tennessee,SEC,16.2,14.0,,,18.0,34.9,,,,,,,,,22.0,19.2,,,,,,,,,,0.6
2023,Kansas State,Big 12,16.2,14.0,,,7.0,38.9,,,,,,,,,33.0,21.8,,,,,,,,,,-0.8
2023,Texas A&M,SEC,15.6,16.0,,,20.0,34.5,,,,,,,,,20.0,18.8,,,,,,,,,,-0.1
2023,Oklahoma,SEC,15.0,17.0,,,8.0,38.5,,,,,,,,,38.0,22.6,,,,,,,,,,-1.0
2023,Arizona,Big 12,14.1,18.0,,,9.0,37.3,,,,,,,,,40.0,23.1,,,,,,,,,,-0.2
2023,Oregon State,Pac-12,12.6,19.0,,,26.0,33.2,,,,,,,,,35.0,22.3,,,,,,,,,,1.7
2023,James Madison,Sun Belt,11.8,20.0,,,19.0,34.6,,,,,,,,,43.0,23.7,,,,,,,,,,1.0
2023,Maryland,Big Ten,11.0,21.0,,,56.0,28.3,,,,,,,,,11.0,17.6,,,,,,,,,,0.4
2023,Kentucky,SEC,10.5,22.0,,,33.0,31.6,,,,,,,,,34.0,22.2,,,,,,,,,,1.1
2023,Clemson,ACC,10.5,22.0,,,51.0,29.3,,,,,,,,,21.0,19.0,,,,,,,,,,0.2
2023,SMU,ACC,10.1,24.0,,,22.0,34.1,,,,,,,,,39.0,23.0,,,,,,,,,,-1.1
2023,Kansas,Big 12,9.9,25.0,,,17.0,35.6,,,,,,,,,61.0,26.1,,,,,,,,,,0.4
2023,Troy,Sun Belt,9.8,26.0,,,41.0,30.7,,,,,,,,,27.0,20.1,,,,,,,,,,-0.8
2023,UCLA,Big Ten,9.7,27.0,,,47.0,29.6,,,,,,,,,17.0,18.4,,,,,,,,,,-1.5
2023,Miami,ACC,9.6,28.0,,,41.0,30.7,,,,,,,,,40.0,23.1,,,,,,,,,,1.9
2023,Duke,ACC,9.4,29.0,,,63.0,27.3,,,,,,,,,25.0,19.5,,,,,,,,,,1.5
2023,USC,Big Ten,9.4,29.0,,,3.0,43.3,,,,,,,,,105.0,32.8,,,,,,,,,,-1.2
2023,Wisconsin,Big Ten,9.4,29.0,,,86.0,22.2,,,,,,,,,7.0,14.1,,,,,,,,,,1.3
2023,Utah,Big 12,8.5,32.0,,,65.0,26.7,,,,,,,,,24.0,19.4,,,,,,,,,,1.2
2023,Liberty,Conference USA,8.0,33.0,,,16.0,36.2,,,,,,,,,64.0,26.3,,,,,,,,,,-1.9
2023,Louisville,ACC,8.0,33.0,,,46.0,30.1,,,,,,,,,35.0,22.3,,,,,,,,,,0.2
2023,TCU,Big 12,7.9,35.0,,,24.0,33.5,,,,,,,,,54.0,25.3,,,,,,,,,,-0.3
2023,Auburn,SEC,7.6,36.0,,,67.0,26.4,,,,,,,,,27.0,20.1,,,,,,,,,,1.3
2023,Iowa State,Big 12,7.5,37.0,,,67.0,26.4,,,,,,,,,27.0,20.1,,,,,,,,,,1.1
2023,West Virginia,Big 12,7.5,37.0,,,34.0,31.5,,,,,,,,,48.0,24.6,,,,,,,,,,0.5
2023,NC State,ACC,7.4,39.0,,,73.0,25.5,,,,,,,,,26.0,19.7,,,,,,,,,,1.6
2023,North Carolina,ACC,7.4,39.0,,,21.0,34.4,,,,,,,,,78.0,27.8,,,,,,,,,,0.8
2023,Florida,SEC,6.8,41.0,,,38.0,31.1,,,,,,,,,58.0,26.0,,,,,,,,,,1.7
2023,Oklahoma State,Big 12,6.7,42.0,,,28.0,32.8,,,,,,,,,69.0,27.1,,,,,,,,,,1.0
2023,Texas Tech,Big 12,6.1,43.0,,,47.0,29.6,,,,,,,,,49.0,24.7,,,,,,,,,,1.2
2023,Boise State,Mountain West,5.9,44.0,,,29.0,32.7,,,,,,,,,82.0,28.2,,,,,,,,,,1.4
2023,Air Force,Mountain West,5.9,44.0,,,71.0,25.6,,,,,,,,,30.0,20.9,,,,,,,,,,1.2
2023,Virginia Tech,ACC,5.8,46.0,,,62.0,27.5,,,,,,,,,42.0,23.3,,,,,,,,,,1.7
2023,Iowa,Big Ten,5.8,46.0,,,129.0,13.8,,,,,,,,,3.0,9.3,,,,,,,,,,1.3
2023,UTSA,American Athletic,5.4,48.0,,,36.0,31.3,,,,,,,,,74.0,27.3,,,,,,,,,,1.4
2023,South Alabama,Sun Belt,5.1,49.0,,,43.0,30.6,,,,,,,,,58.0,26.0,,,,,,,,,,0.5
2023,Washington State,Pac-12,4.9,50.0,,,39.0,31.0,,,,,,,,,75.0,27.4,,,,,,,,,,1.4
2023,South Carolina,SEC,4.3,51.0,,,58.0,28.2,,,,,,,,,55.0,25.6,,,,,,,,,,1.7
2023,App State,Sun Belt,3.8,52.0,,,24.0,33.5,,,,,,,,,95.0,30.7,,,,,,,,,,0.9
2023,Toledo,Mid-American,3.7,53.0,,,73.0,25.5,,,,,,,,,32.0,21.7,,,,,,,,,,-0.1
2023,Memphis,American Athletic,3.5,54.0,,,10.0,37.1,,,,,,,,,110.0,33.8,,,,,,,,,,0.3
2023,Rutgers,Big Ten,3.5,54.0,,,97.0,21.0,,,,,,,,,19.0,18.7,,,,,,,,,,1.2
2023,Arkansas,SEC,3.5,54.0,,,56.0,28.3,,,,,,,,,66.0,26.6,,,,,,,,,,1.8
2023,UCF,Big 12,3.4,57.0,,,45.0,30.3,,,,,,,,,53.0,25.2,,,,,,,,,,-1.7
2023,Tulane,American Athletic,2.8,58.0,,,66.0,26.5,,,,,,,,,47.0,24.4,,,,,,,,,,0.8
2023,Miami (OH),Mid-American,2.8,58.0,,,111.0,18.5,,,,,,,,,12.0,17.7,,,,,,,,,,2.0
2023,Fresno State,Mountain West,2.5,60.0,,,52.0,28.9,,,,,,,,,79.0,27.9,,,,,,,,,,1.5
2023,UNLV,Mountain West,1.4,61.0,,,32.0,32.1,,,,,,,,,104.0,32.7,,,,,,,,,,1.9
2023,Mississippi State,SEC,0.5,62.0,,,77.0,24.7,,,,,,,,,51.0,24.9,,,,,,,,,,0.7
2023,Louisiana,Sun Belt,0.4,63.0,,,31.0,32.4,,,,,,,,,107.0,33.1,,,,,,,,,,1.1
2023,Minnesota,Big Ten,0.4,63.0,,,103.0,20.0,,,,,,,,,31.0,21.1,,,,,,,,,,1.5
2023,Georgia Tech,ACC,0.3,65.0,,,50.0,29.4,,,,,,,,,86.0,29.1,,,,,,,,,,0.1
2023,Nebraska,Big Ten,0.3,65.0,,,123.0,15.6,,,,,,,,,6.0,13.9,,,,,,,,,,-1.4
2023,California,ACC,-0.1,67.0,,,43.0,30.6,,,,,,,,,84.0,28.7,,,,,,,,,,-2.0
2023,Coastal Carolina,Sun Belt,-1.2,68.0,,,61.0,27.6,,,,,,,,,71.0,27.2,,,,,,,,,,-1.6
2023,Northwestern,Big Ten,-1.3,69.0,,,111.0,18.5,,,,,,,,,18.0,18.5,,,,,,,,,,-1.3
2023,Jacksonville State,Conference USA,-1.6,70.0,,,76.0,24.8,,,,,,,,,57.0,25.9,,,,,,,,,,-0.6
2023,Ohio,Mid-American,-1.6,70.0,,,111.0,18.5,,,,,,,,,15.0,18.1,,,,,,,,,,-2.0
2023,Texas State,Sun Belt,-1.6,70.0,,,37.0,31.2,,,,,,,,,110.0,33.8,,,,,,,,,,0.9
2023,New Mexico State,Conference USA,-1.8,73.0,,,83.0,23.3,,,,,,,,,56.0,25.8,,,,,,,,,,0.7
2023,Western Kentucky,Conference USA,-2.0,74.0,,,53.0,28.7,,,,,,,,,91.0,30.1,,,,,,,,,,-0.7
2023,Illinois,Big Ten,-2.5,75.0,,,92.0,21.6,,,,,,,,,45.0,24.1,,,,,,,,,,-0.1
2023,BYU,Big 12,-3.3,76.0,,,75.0,25.3,,,,,,,,,94.0,30.3,,,,,,,,,,1.7
2023,San José State,Mountain West,-3.4,77.0,,,60.0,28.1,,,,,,,,,87.0,29.5,,,,,,,,,,-2.0
2023,Wyoming,Mountain West,-3.6,78.0,,,81.0,23.5,,,,,,,,,61.0,26.1,,,,,,,,,,-1.0
2023,Army,American Athletic,-4.0,79.0,,,114.0,18.4,,,,,,,,,37.0,22.5,,,,,,,,,,0.1
2023,Syracuse,ACC,-4.4,80.0,,,86.0,22.2,,,,,,,,,61.0,26.1,,,,,,,,,,-0.5
2023,Colorado,Big 12,-4.9,81.0,,,47.0,29.6,,,,,,,,,113.0,34.4,,,,,,,,,,-0.1
2023,Georgia Southern,Sun Belt,-5.2,82.0,,,40.0,30.8,,,,,,,,,126.0,36.5,,,,,,,,,,0.5
2023,Boston College,ACC,-5.9,83.0,,,86.0,22.2,,,,,,,,,77.0,27.6,,,,,,,,,,-0.5
2023,Arkansas State,Sun Belt,-6.3,84.0,,,70.0,25.8,,,,,,,,,105.0,32.8,,,,,,,,,,0.7
2023,South Florida,American Athletic,-6.6,85.0,,,55.0,28.4,,,,,,,,,116.0,34.5,,,,,,,,,,-0.4
2023,North Texas,American Athletic,-6.7,86.0,,,27.0,32.9,,,,,,,,,133.0,41.3,,,,,,,,,,1.7
2023,Cincinnati,Big 12,-6.8,87.0,,,96.0,21.3,,,,,,,,,83.0,28.3,,,,,,,,,,0.2
2023,Georgia State,Sun Belt,-6.8,87.0,,,58.0,28.2,,,,,,,,,109.0,33.3,,,,,,,,,,-1.7
2023,Michigan State,Big Ten,-6.8,87.0,,,122.0,15.7,,,,,,,,,44.0,24.0,,,,,,,,,,1.6
2023,Pittsburgh,ACC,-7.3,90.0,,,108.0,19.3,,,,,,,,,58.0,26.0,,,,,,,,,,-0.6
2023,Purdue,Big Ten,-7.3,90.0,,,91.0,21.8,,,,,,,,,69.0,27.1,,,,,,,,,,-2.0
2023,Indiana,Big Ten,-7.4,92.0,,,105.0,19.6,,,,,,,,,71.0,27.2,,,,,,,,,,0.3
2023,Northern Illinois,Mid-American,-7.5,93.0,,,115.0,18.3,,,,,,,,,46.0,24.2,,,,,,,,,,-1.7
2023,Houston,Big 12,-7.8,94.0,,,71.0,25.6,,,,,,,,,102.0,32.2,,,,,,,,,,-1.2
2023,Bowling Green,Mid-American,-7.8,94.0,,,93.0,21.5,,,,,,,,,75.0,27.4,,,,,,,,,,-1.8
2023,Wake Forest,ACC,-7.9,96.0,,,101.0,20.2,,,,,,,,,68.0,26.9,,,,,,,,,,-1.2
2023,Baylor,Big 12,-8.3,97.0,,,78.0,24.5,,,,,,,,,103.0,32.6,,,,,,,,,,-0.2
2023,Colorado State,Mountain West,-8.9,98.0,,,90.0,21.9,,,,,,,,,100.0,32.0,,,,,,,,,,1.2
2023,Marshall,Sun Belt,-9.0,99.0,,,79.0,24.4,,,,,,,,,98.0,31.5,,,,,,,,,,-1.8
2023,Florida Atlantic,American Athletic,-9.4,100.0,,,104.0,19.8,,,,,,,,,79.0,27.9,,,,,,,,,,-1.2
2023,Middle Tennessee,Conference USA,-9.5,101.0,,,93.0,21.5,,,,,,,,,90.0,30.0,,,,,,,,,,-1.0
2023,Old Dominion,Sun Belt,-10.1,102.0,,,84.0,23.1,,,,,,,,,97.0,31.3,,,,,,,,,,-1.9
2023,Rice,American Athletic,-10.2,103.0,,,69.0,26.0,,,,,,,,,113.0,34.4,,,,,,,,,,-1.8
2023,San Diego State,Mountain West,-10.3,104.0,,,106.0,19.4,,,,,,,,,93.0,30.2,,,,,,,,,,0.5
2023,Virginia,ACC,-10.8,105.0,,,97.0,21.0,,,,,,,,,99.0,31.7,,,,,,,,,,-0.1
2023,Utah State,Mountain West,-10.9,106.0,,,54.0,28.6,,,,,,,,,131.0,38.6,,,,,,,,,,-0.9
2023,Arizona State,Big 12,-11.3,107.0,,,101.0,20.2,,,,,,,,,89.0,29.9,,,,,,,,,,-1.6
2023,Stanford,ACC,-11.9,108.0,,,95.0,21.4,,,,,,,,,116.0,34.5,,,,,,,,,,1.1
2023,Eastern Michigan,Mid-American,-12.3,109.0,,,130.0,13.0,,,,,,,,,67.0,26.8,,,,,,,,,,1.5
2023,Vanderbilt,SEC,-12.7,110.0,,,80.0,23.6,,,,,,,,,124.0,36.3,,,,,,,,,,-0.1
2023,East Carolina,American Athletic,-12.8,111.0,,,124.0,15.4,,,,,,,,,81.0,28.1,,,,,,,,,,-0.1
2023,Louisiana Tech,Conference USA,-12.9,112.0,,,89.0,22.1,,,,,,,,,122.0,36.0,,,,,,,,,,1.0
2023,Tulsa,American Athletic,-13.7,113.0,,,99.0,20.9,,,,,,,,,118.0,34.7,,,,,,,,,,0.1
2023,Navy,American Athletic,-13.7,113.0,,,126.0,15.0,,,,,,,,,71.0,27.2,,,,,,,,,,-1.5
2023,Sam Houston,Conference USA,-13.8,115.0,,,120.0,16.0,,,,,,,,,85.0,28.8,,,,,,,,,,-1.1
2023,Southern Miss,Sun Belt,-14.4,116.0,,,81.0,23.5,,,,,,,,,125.0,36.4,,,,,,,,,,-1.5
2023,UAB,American Athletic,-14.7,117.0,,,64.0,26.9,,,,,,,,,132.0,39.6,,,,,,,,,,-2.1
2023,Ball State,Mid-American,-14.9,118.0,,,131.0,12.6,,,,,,,,,64.0,26.3,,,,,,,,,,-1.1
2023,Buffalo,Mid-American,-15.2,119.0,,,125.0,15.3,,,,,,,,,87.0,29.5,,,,,,,,,,-1.0
2023,UConn,FBS Independents,-15.6,120.0,,,117.0,17.0,,,,,,,,,96.0,31.0,,,,,,,,,,-1.6
2023,Western Michigan,Mid-American,-15.9,121.0,,,109.0,19.1,,,,,,,,,108.0,33.2,,,,,,,,,,-1.9
2023,UTEP,Conference USA,-16.2,122.0,,,118.0,16.9,,,,,,,,,100.0,32.0,,,,,,,,,,-1.2
2023,Hawai'i,Mountain West,-16.4,123.0,,,106.0,19.4,,,,,,,,,121.0,35.7,,,,,,,,,,-0.1
2023,New Mexico,Mountain West,-16.5,124.0,,,85.0,22.5,,,,,,,,,128.0,37.2,,,,,,,,,,-1.8
2023,Massachusetts,Mid-American,-17.5,125.0,,,100.0,20.8,,,,,,,,,123.0,36.2,,,,,,,,,,-2.1
2023,Central Michigan,Mid-American,-19.1,126.0,,,119.0,16.8,,,,,,,,,112.0,34.0,,,,,,,,,,-1.9
2023,Temple,American Athletic,-21.0,127.0,,,110.0,18.6,,,,,,,,,130.0,37.8,,,,,,,,,,-1.9
2023,Florida International,Conference USA,-21.2,128.0,,,120.0,16.0,,,,,,,,,120.0,35.6,,,,,,,,,,-1.6
2023,Charlotte,American Athletic,-21.4,129.0,,,127.0,14.8,,,,,,,,,113.0,34.4,,,,,,,,,,-1.8
2023,Akron,Mid-American,-21.6,130.0,,,132.0,10.5,,,,,,,,,91.0,30.1,,,,,,,,,,-2.0
2023,UL Monroe,Sun Belt,-21.6,130.0,,,116.0,17.6,,,,,,,,,129.0,37.5,,,,,,,,,,-1.7
2023,Nevada,Mountain West,-22.0,132.0,,,128.0,14.6,,,,,,,,,127.0,37.0,,,,,,,,,,0.4
2023,Kent State,Mid-American,-26.3,133.0,,,133.0,8.2,,,,,,,,,119.0,34.8,,,,,,,,,,0.3
2023,nationalAverages,,-0.09699248120300752,,,,,26.369924812030074,,,,,,,,,,26.47218045112782,,,,,,,,,,0.0015037593984962407
